modelo,fpr,tpr
SNA - Regresión Logística,0.030116175156389632,0.11327503974562798
SNA - Regresión Logística,0.030160857908847184,0.11327503974562798
SNA - Regresión Logística,0.030160857908847184,0.1136724960254372
SNA - Regresión Logística,0.030205540661304736,0.1136724960254372
SNA - Regresión Logística,0.030205540661304736,0.11406995230524643
SNA - Regresión Logística,0.030250223413762288,0.11406995230524643
SNA - Regresión Logística,0.030250223413762288,0.11486486486486487
SNA - Regresión Logística,0.03038427167113494,0.11486486486486487
SNA - Regresión Logística,0.03038427167113494,0.11526232114467408
SNA - Regresión Logística,0.030563002680965148,0.11526232114467408
SNA - Regresión Logística,0.030563002680965148,0.1156597774244833
SNA - Regresión Logística,0.030831099195710455,0.1156597774244833
SNA - Regresión Logística,0.030831099195710455,0.11605723370429252
SNA - Regresión Logística,0.030875781948168007,0.11605723370429252
SNA - Regresión Logística,0.030875781948168007,0.11645468998410174
SNA - Regresión Logística,0.031099195710455763,0.11645468998410174
SNA - Regresión Logística,0.031099195710455763,0.11724960254372019
SNA - Regresión Logística,0.03127792672028597,0.11724960254372019
SNA - Regresión Logística,0.03127792672028597,0.11764705882352941
SNA - Regresión Logística,0.03136729222520107,0.11764705882352941
SNA - Regresión Logística,0.03154602323503128,0.11764705882352941
SNA - Regresión Logística,0.03159070598748883,0.11764705882352941
SNA - Regresión Logística,0.03181411974977658,0.11764705882352941
SNA - Regresión Logística,0.031858802502234135,0.11764705882352941
SNA - Regresión Logística,0.031858802502234135,0.11844197138314785
SNA - Regresión Logística,0.03190348525469169,0.11844197138314785
SNA - Regresión Logística,0.03190348525469169,0.11883942766295708
SNA - Regresión Logística,0.032171581769437,0.11883942766295708
SNA - Regresión Logística,0.032171581769437,0.1192368839427663
SNA - Regresión Logística,0.03221626452189455,0.1192368839427663
SNA - Regresión Logística,0.03221626452189455,0.11963434022257552
SNA - Regresión Logística,0.032305630026809654,0.11963434022257552
SNA - Regresión Logística,0.03239499553172476,0.11963434022257552
SNA - Regresión Logística,0.03239499553172476,0.12042925278219396
SNA - Regresión Logística,0.032707774798927614,0.12042925278219396
SNA - Regresión Logística,0.032707774798927614,0.12082670906200318
SNA - Regresión Logística,0.032752457551385165,0.12082670906200318
SNA - Regresión Logística,0.032752457551385165,0.1212241653418124
SNA - Regresión Logística,0.03293118856121537,0.1212241653418124
SNA - Regresión Logística,0.032975871313672925,0.1212241653418124
SNA - Regresión Logística,0.032975871313672925,0.12201907790143084
SNA - Regresión Logística,0.03319928507596068,0.12201907790143084
SNA - Regresión Logística,0.03319928507596068,0.12281399046104928
SNA - Regresión Logística,0.03351206434316354,0.12281399046104928
SNA - Regresión Logística,0.03351206434316354,0.1232114467408585
SNA - Regresión Logística,0.03373547810545129,0.1232114467408585
SNA - Regresión Logística,0.03373547810545129,0.12440381558028617
SNA - Regresión Logística,0.0339142091152815,0.12440381558028617
SNA - Regresión Logística,0.034048257372654156,0.12440381558028617
SNA - Regresión Logística,0.034048257372654156,0.12480127186009539
SNA - Regresión Logística,0.03413762287756926,0.12480127186009539
SNA - Regresión Logística,0.03413762287756926,0.1251987281399046
SNA - Regresión Logística,0.03436103663985701,0.1251987281399046
SNA - Regresión Logística,0.03436103663985701,0.12599364069952304
SNA - Regresión Logística,0.034450402144772116,0.12599364069952304
SNA - Regresión Logística,0.034450402144772116,0.12678855325914148
SNA - Regresión Logística,0.034673815907059875,0.12678855325914148
SNA - Regresión Logística,0.034673815907059875,0.1271860095389507
SNA - Regresión Logística,0.03485254691689008,0.1271860095389507
SNA - Regresión Logística,0.03485254691689008,0.12758346581875993
SNA - Regresión Logística,0.03498659517426273,0.12758346581875993
SNA - Regresión Logística,0.03498659517426273,0.12798092209856915
SNA - Regresión Logística,0.03503127792672028,0.12798092209856915
SNA - Regresión Logística,0.03503127792672028,0.12837837837837837
SNA - Regresión Logística,0.03516532618409294,0.12837837837837837
SNA - Regresión Logística,0.03516532618409294,0.1287758346581876
SNA - Regresión Logística,0.035522788203753354,0.1287758346581876
SNA - Regresión Logística,0.035522788203753354,0.12917329093799682
SNA - Regresión Logística,0.035746201966041107,0.12917329093799682
SNA - Regresión Logística,0.035746201966041107,0.12957074721780604
SNA - Regresión Logística,0.03583556747095621,0.12957074721780604
SNA - Regresión Logística,0.03583556747095621,0.12996820349761526
SNA - Regresión Logística,0.03605898123324397,0.12996820349761526
SNA - Regresión Logística,0.03605898123324397,0.13036565977742448
SNA - Regresión Logística,0.03610366398570152,0.13036565977742448
SNA - Regresión Logística,0.03610366398570152,0.1307631160572337
SNA - Regresión Logística,0.03628239499553172,0.1307631160572337
SNA - Regresión Logística,0.03628239499553172,0.13116057233704292
SNA - Regresión Logística,0.036371760500446826,0.13116057233704292
SNA - Regresión Logística,0.036371760500446826,0.13155802861685215
SNA - Regresión Logística,0.03646112600536193,0.13155802861685215
SNA - Regresión Logística,0.03646112600536193,0.13195548489666137
SNA - Regresión Logística,0.03650580875781948,0.13195548489666137
SNA - Regresión Logística,0.03650580875781948,0.1323529411764706
SNA - Regresión Logística,0.03672922252010724,0.1323529411764706
SNA - Regresión Logística,0.03672922252010724,0.1327503974562798
SNA - Regresión Logística,0.036818588025022345,0.1327503974562798
SNA - Regresión Logística,0.036818588025022345,0.13314785373608903
SNA - Regresión Logística,0.03686327077747989,0.13314785373608903
